0	0.0000000000
1	0.0000000000
2	0.0000000000
3	0.0000000000
4	0.0000000000
5	0.0000000000
6	0.0000000000
7	0.0000000000
8	0.0000000000
9	0.0000000000
10	0.0000000000
11	0.0000000000
12	0.0000000000
13	0.0000000000
14	0.0000000000
15	0.0000000000
16	0.0000000000
17	0.0000000000
18	0.0000000000
19	0.0000000000
20	0.0000000000
21	0.0000000000
22	0.0000000000
23	0.0000000000
24	0.0000000000
25	0.0000000000
26	0.0000000000
27	0.0000000000
28	0.0000000000
29	0.0000000000
30	0.0000000000
31	0.0000000000
32	0.0000000000
33	0.0000000000
34	0.0000000000
35	0.0000000000
36	0.0000000000
37	0.0000000000
38	0.0000000000
39	0.0000000000
40	0.0000000000
41	0.0000000000
42	0.0000000000
43	0.0000000000
44	0.0000000000
45	0.0000000000
46	0.0000000000
47	0.0000000000
48	0.0000000000
49	0.0000000000
50	0.0000000000
51	0.0000000000
52	0.0000000000
53	0.0000000000
54	0.0000000000
55	0.0000000000
56	0.0000000000
57	0.0000000000
58	0.0000000001
59	0.0000000002
60	0.0000000005
61	0.0000000011
62	0.0000000027
63	0.0000000058
64	0.0000000117
65	0.0000000220
66	0.0000000382
67	0.0000000611
68	0.0000000899
69	0.0000001214
70	0.0000001508
71	0.0000001740
72	0.0000001903
73	0.0000002041
74	0.0000002226
75	0.0000002502
76	0.0000002843
77	0.0000003169
78	0.0000003425
79	0.0000003649
80	0.0000003933
81	0.0000004315
82	0.0000004724
83	0.0000005070
84	0.0000005376
85	0.0000005748
86	0.0000006218
87	0.0000006692
88	0.0000007095
89	0.0000007504
90	0.0000008017
91	0.0000008584
92	0.0000009092
93	0.0000009574
94	0.0000010152
95	0.0000010805
96	0.0000011407
97	0.0000011977
98	0.0000012647
99	0.0000013388
100	0.0000014072
101	0.0000014742
102	0.0000015525
103	0.0000016354
104	0.0000017115
105	0.0000017904
106	0.0000018813
107	0.0000019716
108	0.0000020563
109	0.0000021499
110	0.0000022522
111	0.0000023485
112	0.0000024455
113	0.0000025550
114	0.0000026647
115	0.0000027687
116	0.0000028822
117	0.0000030031
118	0.0000031175
119	0.0000032367
120	0.0000033695
121	0.0000034996
122	0.0000036265
123	0.0000037609
124	0.0000038894
125	0.0000040077
126	0.0000041411
127	0.0000042948
128	0.0000044579
129	0.0000046313
130	0.0000047935
131	0.0000049125
132	0.0000050062
133	0.0000051100
134	0.0000052356
135	0.0000053954
136	0.0000055842
137	0.0000057675
138	0.0000059471
139	0.0000061459
140	0.0000063468
141	0.0000065298
142	0.0000066940
143	0.0000068373
144	0.0000069833
145	0.0000071519
146	0.0000073103
147	0.0000074475
148	0.0000076000
149	0.0000077774
150	0.0000079706
151	0.0000081757
152	0.0000083788
153	0.0000085906
154	0.0000088233
155	0.0000090463
156	0.0000092549
157	0.0000094745
158	0.0000096899
159	0.0000098843
160	0.0000100646
161	0.0000102371
162	0.0000104165
163	0.0000105906
164	0.0000107339
165	0.0000108814
166	0.0000110555
167	0.0000112194
168	0.0000113734
169	0.0000115420
170	0.0000117238
171	0.0000119154
172	0.0000121057
173	0.0000122985
174	0.0000125131
175	0.0000127288
176	0.0000129360
177	0.0000131571
178	0.0000133784
179	0.0000135901
180	0.0000138092
181	0.0000140268
182	0.0000142309
183	0.0000144191
184	0.0000145946
185	0.0000147712
186	0.0000149428
187	0.0000151226
188	0.0000153322
189	0.0000155147
190	0.0000156225
191	0.0000156860
192	0.0000157380
193	0.0000158266
194	0.0000160048
195	0.0000162554
196	0.0000164975
197	0.0000166401
198	0.0000166810
199	0.0000167043
200	0.0000167455
201	0.0000168115
202	0.0000169151
203	0.0000170295
204	0.0000171648
205	0.0000173636
206	0.0000175951
207	0.0000177944
208	0.0000179318
209	0.0000180298
210	0.0000181247
211	0.0000182091
212	0.0000182779
213	0.0000183514
214	0.0000184500
215	0.0000185954
216	0.0000187691
217	0.0000189397
218	0.0000191210
219	0.0000193152
220	0.0000194960
221	0.0000196427
222	0.0000197483
223	0.0000198290
224	0.0000198925
225	0.0000199306
226	0.0000199499
227	0.0000199758
228	0.0000200280
229	0.0000200836
230	0.0000201382
231	0.0000202379
232	0.0000203684
233	0.0000204861
234	0.0000206002
235	0.0000207171
236	0.0000208284
237	0.0000209176
238	0.0000209641
239	0.0000209790
240	0.0000209771
241	0.0000209498
242	0.0000208788
243	0.0000207864
244	0.0000207180
245	0.0000206430
246	0.0000205458
247	0.0000204813
248	0.0000204314
249	0.0000203639
250	0.0000203177
251	0.0000203286
252	0.0000204058
253	0.0000205160
254	0.0000206073
255	0.0000206565
256	0.0000206496
257	0.0000205990
258	0.0000205595
259	0.0000206091
260	0.0000207409
261	0.0000208277
262	0.0000208228
263	0.0000207585
264	0.0000206206
265	0.0000204456
266	0.0000202841
267	0.0000201135
268	0.0000199275
269	0.0000197626
270	0.0000196570
271	0.0000195982
272	0.0000195271
273	0.0000194195
274	0.0000192977
275	0.0000191826
276	0.0000190586
277	0.0000189229
278	0.0000187996
279	0.0000186836
280	0.0000186126
281	0.0000186250
282	0.0000186542
283	0.0000186747
284	0.0000187295
285	0.0000188090
286	0.0000188700
287	0.0000188843
288	0.0000188643
289	0.0000188296
290	0.0000187683
291	0.0000186706
292	0.0000185418
293	0.0000184018
294	0.0000182684
295	0.0000181485
296	0.0000180388
297	0.0000179179
298	0.0000178084
299	0.0000177377
300	0.0000176589
301	0.0000175571
302	0.0000174628
303	0.0000173644
304	0.0000172413
305	0.0000170926
306	0.0000169268
307	0.0000167545
308	0.0000165725
309	0.0000163737
310	0.0000161712
311	0.0000159881
312	0.0000158256
313	0.0000156768
314	0.0000155496
315	0.0000154541
316	0.0000153930
317	0.0000153561
318	0.0000153406
319	0.0000153530
320	0.0000153808
321	0.0000154122
322	0.0000154444
323	0.0000154674
324	0.0000154763
325	0.0000154691
326	0.0000154457
327	0.0000154112
328	0.0000153628
329	0.0000152882
330	0.0000151889
331	0.0000150858
332	0.0000149786
333	0.0000148555
334	0.0000147321
335	0.0000146248
336	0.0000145323
337	0.0000144462
338	0.0000143740
339	0.0000143296
340	0.0000142919
341	0.0000142535
342	0.0000142328
343	0.0000142152
344	0.0000141898
345	0.0000141640
346	0.0000141322
347	0.0000140911
348	0.0000140355
349	0.0000139610
350	0.0000138714
351	0.0000137627
352	0.0000136272
353	0.0000134714
354	0.0000133068
355	0.0000131253
356	0.0000129232
357	0.0000127202
358	0.0000125260
359	0.0000123308
360	0.0000121264
361	0.0000119387
362	0.0000117785
363	0.0000116086
364	0.0000114470
365	0.0000113217
366	0.0000111974
367	0.0000110798
368	0.0000109903
369	0.0000109127
370	0.0000108483
371	0.0000108043
372	0.0000107801
373	0.0000107720
374	0.0000107717
375	0.0000107767
376	0.0000107856
377	0.0000107970
378	0.0000108139
379	0.0000108412
380	0.0000108709
381	0.0000108827
382	0.0000108648
383	0.0000108216
384	0.0000107689
385	0.0000107262
386	0.0000107202
387	0.0000107405
388	0.0000107322
389	0.0000106873
390	0.0000106131
391	0.0000105142
392	0.0000104448
393	0.0000104229
394	0.0000104144
395	0.0000104080
396	0.0000103992
397	0.0000103855
